광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사
월트디즈니컴퍼니_키스식스센스 : 지금 스트리밍중_15,2022-05-23,15,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),(주)스튜디오티씨지
명인제약_이가탄 : 찌개편_20,2022-05-23,20,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카
하이트진로_테라 : 테라의 시대 (FULL)편_50,2022-05-23,60,음료및기호식품,알콜음료,맥주,하이트진로(주),(주)이노션,돌고래유괴단
하이트진로_테라 : 테라의 시대 편_30,2022-05-23,30,음료및기호식품,알콜음료,맥주,하이트진로(주),(주)이노션,돌고래유괴단
삼성전자_갤럭시 폴더블폰 : 사전붐업_30,2022-05-23,30,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,러브앤드머니
센텀소프트_치치핑핑 : 컬러링페이퍼_15,2022-05-23,15,유통,"소형,소매유통","소형,소매유통제품종합",주식회사센텀소프트,직거래,(주)재능방송
하이모_하이모레이디 : 노티내지말고 프리티 편_15,2022-05-23,15,화장품및보건용품,화장도구,가발류,유한책임회사 하이모,(주)제일기획,제일기획
명인제약_이가탄 : 찌개편_15,2022-05-23,15,제약및의료,제약및의료기타,제약및의료기타,명인제약(주),(주)명애드컴,(주)티키타카
굿뜨레경영사무소_부여군 굿뜨래 ; 표고버섯편_20,2022-05-23,20,식품,농산품,농산품기타,굿뜨래경영사무소,(주)마제스타지,주식회사 마제스타지
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 천재원편_45,2022-05-23,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 최신혜편_45,2022-05-23,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
한성에프아이_테일러메이드 어패럴 : 스타일은 움직이는거야편_15,2022-05-23,15,패션,스포츠전문복,골프복,(주)한성에프아이,(주)스프링커뮤니케이션스,스프링커뮤니케이션스
미미월드_똘똘이 : 이벤트 영상_30,2022-05-23,30,유통,"소형,소매유통","소형,소매유통제품종합",(주)미미월드,직거래,(주)재능방송
대상라이프사이언스_뉴케어 액티브 골든밸런스 : 엄마편_15,2022-05-23,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,대상라이프사이언스(주),(주)타이타늄22,타이타늄22
삼성전자_삼성 갤럭시 S22:임예솔닷컴편_45,2022-05-23,45,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획
월트디즈니컴퍼니코리아_버즈 라이트이어:아이맥스 대개봉편_15,2022-05-23,15,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷
진안군청_높을고창:진안고원길편_30,2022-05-23,30,관공서및단체,중앙및지방관공서,지방자치단체,진안군청,한국언론진흥재단,필애드
고양시가구협동조합_고양가구박람회:가구대축제편_15,2022-05-23,15,서비스,문화및공연,"전시, 박람회 및 학술회의",고양시가구협동조합,(주)미디아베이직,미디어킹
한수도로산업_브랜드PR:더 조용한 아스팔트편_15,2022-05-20,15,가정용전기전자,가사용전기전자,가사용전기전자기타,한수도로산업,미입력,미입력
그래미_여명808:정말좋아요편_15,2022-05-20,15,가정용전기전자,가사용전기전자,가사용전기전자기타,그래미,미입력,미입력
에이피알_메디큐브:보이니까_15,2022-05-20,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,주식회사 에이피알,(주)디블렌트,아크프로덕션
에스케이텔레콤_ T우주 : 골프편_30,2022-05-20,30,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
한국맥도날드_맥도날드 맥크리스피 버거 : 놀랍도록 새로운 치킨버거편_30,2022-05-20,30,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드(유),레오버넷(주),레오버넷
카카오뱅크_카카오뱅크 모임통장 : 스포츠편_30,2022-05-20,30,"금융,보험및증권",금융및보험,생명보험,(주)카카오뱅크,그룹엠코리아 주식회사,언오피셜오피스
광주인쇄비지니스센터_광주인쇄비지니스센터 : 활짝패키지_20,2022-05-20,20,서비스,전문서비스,전문서비스제품종합,광주인쇄비지니스센터,올리브미디어(주),올리브미디어(주)
에스케이텔레콤_T우주 : 반려견편_30,2022-05-20,30,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
서천군청_한산모시 문화제 행사 홍보_30,2022-05-20,30,관공서및단체,관공서및단체기타,관공서및단체기업PR,서천군청,미입력,미입력
경남대학교_경남대 : POWER KU_20,2022-05-20,20,교육및복지후생,교육기관,대학대학원,경남대학교,미입력,미입력
광주광역시광주문화재단_2022 광주프린지페스티벌 행사 홍보_20,2022-05-20,20,서비스,문화및공연,문화및공연기타,(재)광주광역시 광주문화재단,한국언론진흥재단,나라미디어
미래에셋자산운용_미래에셋 : TIGER ETF_30,2022-05-20,30,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",미래에셋자산운용(주),라송(주),미래에셋컨설팅
카카오뱅크_카카오뱅크 : 모임통장 가족편_30,2022-05-20,30,"금융,보험및증권",금융및보험,은행,(주)카카오뱅크,그룹엠코리아 주식회사,언오피셜오피스
애플코리아_애플TV 플러스:SciFi 절찬스트리밍중편_30,2022-05-20,30,컴퓨터및정보통신,방송,IPTV,애플코리아 유한회사,TBWA KOREA(주),TBWA KOREA
신임사_홈플러스 가야점 폐점정리:떠납니다편_30,2022-05-20,30,유통,특수유통,특수유통기타,신임사,(주)서현애드,프로덕션 모던
유한건강생활_뉴오리진 이너플로라:3년간판매1위 수정편_15,2022-05-20,15,식품,건강식품,건강식품기타,유한건강생활,(주)오버맨,(주)오버맨
카카오뱅크_카카오뱅크 모임통장:모여라편_30,2022-05-20,30,"금융,보험및증권",금융및보험,은행,(주)카카오뱅크,그룹엠코리아 주식회사,언오피셜오피스
엘지전자_LG휘센:이런 바람 본 적 있어 자막편_30,2022-05-20,30,가정용전기전자,냉방및공기청정기,에어컨,엘지전자(주),(주)에이치에스애드,브라보
에스케이텔레콤_T우주:A11GB 캠핑편_30,2022-05-20,30,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
에이피알_메디큐브 AGE-R:보이니까편_30,2022-05-20,30,가정용전기전자,가정용전기전자기타,가정용전기전자기타,주식회사 에이피알,(주)디블렌트,아크프로덕션
티엠라이징_천안 부성지구 한라비발디:먼저 출발합니다편_30,2022-05-20,30,"건설,건재및부동산",건설,건설,(주)티엠라이징,주식회사 스웨이브,음악다방
광양만권일자리사업단_광양만권일자리사업단:함께 하겠습니다편_30,2022-05-20,30,관공서및단체,단체,공공단체,광양만권 일자리사업단,(주)나라미디어,나라애드(AD)
미래에셋자산운용_미래에셋 TIGER ETF:연금투자도 혁신성장투자도 수정편_15,2022-05-20,15,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",미래에셋자산운용(주),라송(주),미래에셋컨설팅
한국맥도날드_맥크리스피:놀랍도록 새로운 치킨버거편_15,2022-05-20,15,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드(유),레오버넷(주),레오버넷
하나투어_하나투어:떠나자편_15,2022-05-20,15,서비스,여행,여행알선,(주)하나투어,(주)오버맨,(주)오버맨
미래에셋자산운용_미래에셋 : TIGER ETF_15,2022-05-19,15,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",미래에셋자산운용(주),라송(주),미래에셋컨설팅
카카오뱅크_카카오뱅크 모임통장 : 종합편_30,2022-05-19,30,"금융,보험및증권",금융및보험,은행,(주)카카오뱅크,그룹엠코리아 주식회사,언오피셜오피스
애플코리아_아이폰 : 개인 정보 보호 당신의 데이터편(KT),2022-05-19,30,컴퓨터및정보통신,통신기기,휴대폰,애플코리아 유한회사,TBWA KOREA(주),TBWA KOREA
애플코리아_아이폰 : 개인 정보 보호 당신의 데이터편(LGU)_30,2022-05-19,30,컴퓨터및정보통신,통신기기,휴대폰,애플코리아 유한회사,TBWA KOREA(주),TBWA KOREA
세이브더칠드런_세이브더칠드런 : 한부모정우v2_60,2022-05-19,60,관공서및단체,단체,민간단체,사회복지법인 세이브더칠드런코리아,(주)미쓰윤,세이브더칠드런
"링티_링티 : 리부팅이 필요할 때,링티다 골프편_15",2022-05-19,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사 링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브
롯데칠성음료_아쿠쿠아 : 그림공모전_30,2022-05-19,30,음료및기호식품,비알콜음료,기타과실음료,롯데칠성음료(주),(주)대홍기획,대홍기획
우리집 보험주치의_보험_120,2022-05-19,120,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",우리집 보험주치의,미입력,미입력
인코미디어넷_인코미디어넷 : 우리집보험주치의_60,2022-05-19,60,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",인코미디어넷,미입력,미입력
애플코리아_애플TV 플러스 : 절찬 스트리밍 중편_30,2022-05-19,30,컴퓨터및정보통신,방송,IPTV,애플코리아 유한회사,TBWA KOREA(주),TBWA KOREA
광동제약_비타500:온국민온에어 이수환편_15,2022-05-19,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,광동제약(주),주식회사 케이디엠코,RUNLAB
바디프랜드_바디프랜드:비태희 힐링의 시간편_15,2022-05-19,15,가정용전기전자,가정용전기전자기타,가정용전기전자기타,주식회사 바디프랜드,TBWA KOREA(주),(주)바디프랜드
미래에셋자산운용_미래에셋 TIGER ETF:연금투자도 혁신성장투자도 수정편_30,2022-05-19,30,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",미래에셋자산운용(주),라송(주),미래에셋컨설팅
링키_링티:리부팅 택배편_15,2022-05-19,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사 링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브
경상남도청_안전캠페인:행복을 채우다편_30,2022-05-19,30,관공서및단체,관공서및단체기타,관공서및단체기타,경상남도청,미입력,미입력
케이뱅크_케이뱅크:우리는편_15,2022-05-19,15,"금융,보험및증권",금융및보험,은행,(주)케이뱅크,(주)제일기획,제일기획
한국교통안전공단_보행자 캠페인:멈춤신호편_40,2022-05-19,40,관공서및단체,관공서및단체기타,관공서및단체기타,한국교통안전공단,미입력,미입력
유한건강생활_뉴오리진 이너플로라:3년간판매1위편_15,2022-05-19,15,식품,건강식품,건강식품기타,유한건강생활,(주)오버맨,(주)오버맨
광동제약_비타500:온국민온에어 김지은 검색창편_15,2022-05-19,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,광동제약(주),주식회사 케이디엠코,RUNLAB
링티_링티:리부팅 음주편_15,2022-05-19,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사 링티,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨
오케이골프그룹_카스카디아:당신을 위해 존재하는 이곳편_15,2022-05-19,15,서비스,스포츠및오락시설,리조트,오케이골프그룹 주식회사,오케이골프그룹 주식회사,오케이골프그룹 주식회사
대교미디어콘텐츠사업본부_차이홍:보라 홍보영상편_30,2022-05-19,30,교육및복지후생,교육기관,교육기관제품종합,대교 미디어콘텐츠사업본부,대교 미디어콘텐츠사업본부,대교 미디어콘텐츠사업본부
"링티_ 링티 브랜드 프로모션: 리부팅이 필요할 때,링티다,골프편_15",2022-05-19,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사 링티,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨
"애플코리아_아이폰 : 개인 정보 보호,당신의 데이터편_30",2022-05-19,30,컴퓨터및정보통신,통신기기,휴대폰,애플코리아 유한회사,TBWA KOREA(주),TBWA KOREA
애플코리아_애플TV 플러스 : 절찬 스트리밍 중편_30,2022-05-19,30,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,애플코리아 유한회사,TBWA KOREA(주),TBWA KOREA
"광동제약_비타500 : 온국민온에어,강남구 대낚식당 영상편_15",2022-05-19,15,음료및기호식품,음료및기호식품기타,음료및기호식품기타,광동제약(주),주식회사 케이디엠코,RUNLAB
롯데칠성음료_클라우드 생 드래프트 : bhc치킨X클라우드의 티키타카편_15,2022-05-19,15,음료및기호식품,알콜음료,맥주,롯데칠성음료(주),(주)대홍기획,슈퍼마켓크리에이티브
네츄럴라이프_얼라이브 : 건강해줘서 다 고마워요편_15,2022-05-19,15,음료및기호식품,기호식품,기호식품기타,네츄럴라이프,미입력,미입력
